Date,Open,High,Low,Close,Volume
2024-02-02,144.53036375828438,146.13823931191428,145.1684720302042,145.59266747201048,6679748
2024-02-03,145.00854897368978,144.38335619544878,143.3577948315425,144.5349565430546,7223069
2024-02-04,144.43807722092396,148.0014455444831,145.83262118857553,145.35750145515777,8445498
2024-02-05,145.6865922102043,145.27057682750478,143.4896004236846,144.13665780518676,9892472
2024-02-06,143.56226810785526,142.8203788135339,143.02002420339898,144.3455214001915,5481680
2024-02-07,142.06378976010606,143.07230559108118,141.56446543465876,142.38585127631174,7636694
2024-02-08,141.871182444783,140.8958787626449,140.97059668168893,141.0576652274133,7961293
2024-02-09,140.02366214684847,142.60695979807863,140.19080191047846,141.25452646328242,9100673
2024-02-10,142.22045297788196,141.70047230484514,140.6707726477114,141.99299304327783,6534026
2024-02-11,143.47150407875026,142.54962488300092,141.90804853595972,142.16436132446782,5315826
2024-02-12,140.44122980751834,143.05370032106,141.7936796131883,142.04871304207956,8467366
2024-02-13,141.93224320502256,143.1133645406604,140.74066617111913,141.74760934649026,5327359
2024-02-14,140.52897015037126,139.56879094906705,139.29804905050452,140.26908735612284,8748603
2024-02-15,140.33106601950544,139.7147419118872,139.28129308508576,139.54924314772813,9201253
2024-02-16,137.85165366589027,139.1136590656074,137.14052003527104,139.08860437676836,7860337
2024-02-17,138.825269989903,139.99239737041356,138.23826282861071,140.14572660298728,5317537
2024-02-18,141.0112864581726,142.7547991328368,139.27090067130328,140.48934489255572,5550222
2024-02-19,139.0232894104262,139.63128644815396,138.01285758548116,138.726304737193,9975026
2024-02-20,139.30088155693366,138.28950475225275,138.8612962721858,139.0503887065878,7573619
2024-02-21,139.01175463566844,140.08316837322624,139.64066264312103,138.66530642617147,7453752
2024-02-22,137.30835970428703,140.61054062287815,138.34604404906753,137.98838442586552,6364133
2024-02-23,138.8323144118674,140.13252597525752,137.94012218474296,138.6000607147064,6932247
2024-02-24,139.92413271050103,138.61169027124834,139.11204402929965,139.63106023720235,6353038
2024-02-25,139.8479889382922,140.57810628345229,139.05981099168073,140.56234035631854,5250875
2024-02-26,141.58889734424065,141.4900339822825,139.2046096971035,139.72312283309589,9657693
2024-02-27,139.88774337815644,139.2062409916259,138.62525181832453,139.41391045724467,9264694
2024-02-28,138.5538703914456,140.6889933167945,139.56789244898636,139.74517388864825,5707689
2024-02-29,141.37727262440444,141.99535306919995,139.39348807221828,140.7207190157706,9447794
2024-03-01,139.266863107698,139.8146143063472,140.26089129216646,140.2415447779253,6615952
2024-03-02,140.84297040500394,140.49636044519968,141.08862471426409,140.0558858012615,6296516
2024-03-03,140.10814640626288,136.2082834871864,138.3407906787986,138.94955082725548,7530179
2024-03-04,136.9326618848231,137.2289565618405,137.65505592527376,137.7533442031748,6556617
2024-03-05,139.5292461548133,138.81330187417583,138.7560140172801,138.56587002556898,8463351
2024-03-06,140.3348909810763,139.17432687217496,139.02088958225397,139.9221100541398,6265040
2024-03-07,140.67216009255398,141.98251123649112,139.57419241436992,139.8500999325595,6854971
2024-03-08,142.75042581310547,139.92349145249088,140.3662252312333,140.85363283045152,5650199
2024-03-09,140.9698807394963,141.27522436880216,140.812944954048,141.21526885549915,9034628
2024-03-10,139.81641293653652,141.20088967818012,139.29713931703856,140.570149100894,6849396
2024-03-11,140.0420302767769,142.87281799546855,140.45605488066138,140.93154470640243,7691276
2024-03-12,141.65377098790296,141.53371912168896,142.46757956411383,142.4695812728684,5628861
2024-03-13,142.35665352434435,144.09691898591342,143.3848988415535,142.43375523375846,7526954
2024-03-14,144.3395508643891,144.50863195059205,144.45766971565766,143.99839888957246,5661614
2024-03-15,141.65534458481272,140.89714513443474,143.03183624299425,141.3786537854827,9873878
2024-03-16,143.02773953889394,143.1626597641212,140.93320872696987,142.20055628985793,9693174
2024-03-17,142.300605249974,142.9866630536696,142.65992399481678,142.2876033580961,8357519
2024-03-18,143.44213008478755,141.88837913047144,141.6719380133686,141.98859600763024,5666997
2024-03-19,141.81569995092778,142.65015886915575,143.7701597173834,142.08035678416573,6726351
2024-03-20,142.81295703615447,140.2074742727031,138.7844895842097,140.09278786956486,6072647
2024-03-21,140.49878332949234,140.48663332697856,138.53339413954654,139.87311598172732,6631107
2024-03-22,139.3730709968228,141.39235922776012,139.13083590779505,140.23022855323907,6028455
2024-03-23,140.6372300999195,143.79413941412597,139.0842268736708,141.7081225979806,6305794
2024-03-24,141.67232479495016,140.45203688088012,140.1640973580262,141.18985237970696,6950367
2024-03-25,140.1578959914879,143.01439215147002,139.12222611526005,140.38135877681376,6910705
2024-03-26,140.59360222732133,138.42751393370673,139.52999551970544,139.87960173322924,6601596
2024-03-27,141.26824147550485,141.1432187558957,140.63675982670844,140.7950038509313,8791481
2024-03-28,141.05092604793413,142.21207216707558,142.49992579980687,141.123754960591,9150276
2024-03-29,139.74720103875555,141.37498662455897,141.04441859501,140.59399475682395,7382357
2024-03-30,139.59241496525144,140.9845626701167,140.0303585342749,141.1072621899373,8487124
2024-03-31,140.7578247872183,141.49621748892807,139.80592506793698,141.20433973928533,7245131
2024-04-01,143.0293835241417,142.17998379515942,142.16490390132475,142.17298472981824,9246049
2024-04-02,141.68502538007107,141.38156687899667,139.65069842892024,141.47093163594087,5091865
2024-04-03,139.89753071063112,142.49287158636415,142.47472825519748,141.1432694893431,9044588
2024-04-04,140.9243422620621,141.60817682217598,141.43060145693224,140.75116133621094,6072200
2024-04-05,139.67296376780766,139.09473679281817,138.31847073597413,139.28764638807883,7120473
2024-04-06,138.69990922894226,140.98336654057664,137.37063213605254,139.5837666651434,7500856
2024-04-07,139.99854704326884,140.6521214581999,140.6986943114887,139.8448219373233,7906158
2024-04-08,139.90814411241175,141.1627975128047,139.23539554871314,139.84993539396575,9068472
2024-04-09,138.47237796276,140.74497710251424,140.35316457256408,139.61534826059062,6222869
